origin,name,lon,lat,n,stranded_frac,t_strand_med_h,Z01,Z02,Z03,Z04,Z13,Z14,Z05,Z15,Z06,Z16,Z07,Z08,Z09,Z10,Z11,Z00,Z12,dominant,dominant_frac
C00833,C00833,26.6741,38.5297,60,1.000,22.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.967,0.033,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z15,0.967
C00834,C00834,26.6856,38.5297,60,1.000,24.0,0.000,0.000,0.000,0.000,0.033,0.000,0.000,0.967,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z15,0.967
C00835,C00835,26.6971,38.5297,60,1.000,13.5,0.000,0.000,0.000,0.000,0.483,0.000,0.000,0.517,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z15,0.517
C00836,C00836,26.7087,38.5297,60,1.000,3.0,0.000,0.000,0.000,0.000,0.817,0.000,0.000,0.183,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z13,0.817
C00837,C00837,26.7317,38.5297,60,1.000,3.0,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z13,1.000
C00838,C00838,26.7432,38.5297,60,1.000,6.0,0.000,0.000,0.000,0.000,0.767,0.050,0.000,0.000,0.183,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z13,0.767
C00839,C00839,26.7547,38.5297,60,1.000,9.0,0.000,0.000,0.000,0.000,0.350,0.217,0.033,0.033,0.367,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.367
C00840,C00840,26.7662,38.5297,60,1.000,12.0,0.000,0.000,0.000,0.000,0.067,0.317,0.117,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.500
C00841,C00841,26.7777,38.5297,60,1.000,15.0,0.000,0.000,0.000,0.000,0.000,0.517,0.233,0.050,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z14,0.517
C00842,C00842,26.7892,38.5297,60,1.000,18.0,0.000,0.000,0.000,0.000,0.000,0.650,0.350,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z14,0.650
C00843,C00843,26.8008,38.5297,60,1.000,18.0,0.000,0.000,0.000,0.000,0.000,0.767,0.233,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z14,0.767
C00844,C00844,26.8123,38.5297,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z14,0.667
C00845,C00845,26.8238,38.5297,60,1.000,24.0,0.000,0.000,0.000,0.000,0.000,0.417,0.533,0.000,0.000,0.000,0.050,0.000,0.000,0.000,0.000,0.000,0.000,Z05,0.533
C00846,C00846,26.3058,38.5387,60,1.000,7.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.217,0.000,0.000,0.000,0.000,0.783,Z12,0.783
C00847,C00847,26.3173,38.5387,60,0.983,18.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.483,0.000,0.000,0.000,0.000,0.517,Z12,0.517
C00848,C00848,26.3288,38.5387,60,1.000,24.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.633,0.000,0.000,0.000,0.000,0.367,Z08,0.633
C00849,C00849,26.3403,38.5387,60,0.983,24.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.867,0.000,0.000,0.000,0.000,0.133,Z08,0.867
C00850,C00850,26.3518,38.5387,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.967,0.000,0.000,0.000,0.000,0.033,Z08,0.967
C00851,C00851,26.3633,38.5387,60,1.000,18.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.000,0.950,0.000,0.000,0.000,0.000,0.033,Z08,0.950
C00852,C00852,26.3748,38.5387,60,1.000,9.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.483,0.000,0.517,0.000,0.000,0.000,0.000,0.000,Z08,0.517
C00853,C00853,26.5935,38.5387,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C00854,C00854,26.6051,38.5387,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C00855,C00855,26.6166,38.5387,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C00856,C00856,26.6281,38.5387,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C00857,C00857,26.6396,38.5387,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.050,0.950,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.950
C00858,C00858,26.6511,38.5387,60,1.000,9.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.400,0.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.600
C00859,C00859,26.6626,38.5387,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.700,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z15,0.700
C00860,C00860,26.6741,38.5387,60,1.000,24.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.933,0.067,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z15,0.933
C00861,C00861,26.6856,38.5387,60,1.000,24.0,0.000,0.000,0.000,0.000,0.050,0.000,0.000,0.950,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z15,0.950
C00862,C00862,26.6971,38.5387,60,1.000,13.5,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z13,0.500
C00863,C00863,26.7087,38.5387,60,1.000,3.0,0.000,0.000,0.000,0.000,0.867,0.000,0.000,0.133,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z13,0.867
C00864,C00864,26.7202,38.5387,60,1.000,3.0,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z13,1.000
C00865,C00865,26.7317,38.5387,60,1.000,3.0,0.000,0.000,0.000,0.000,0.950,0.033,0.000,0.000,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z13,0.950
C00866,C00866,26.7432,38.5387,60,1.000,6.0,0.000,0.000,0.000,0.000,0.850,0.017,0.000,0.000,0.133,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z13,0.850
C00867,C00867,26.7547,38.5387,60,1.000,9.0,0.000,0.000,0.000,0.000,0.533,0.183,0.000,0.000,0.283,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z13,0.533
C00868,C00868,26.7662,38.5387,60,1.000,12.0,0.000,0.000,0.000,0.000,0.183,0.317,0.033,0.000,0.467,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.467
C00869,C00869,26.7777,38.5387,60,1.000,18.0,0.000,0.000,0.000,0.000,0.017,0.433,0.317,0.000,0.233,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z14,0.433
C00870,C00870,26.7892,38.5387,60,1.000,19.5,0.000,0.000,0.000,0.000,0.000,0.767,0.200,0.000,0.033,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z14,0.767
C00871,C00871,26.8008,38.5387,60,1.000,19.5,0.000,0.000,0.000,0.000,0.000,0.867,0.133,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z14,0.867
C00872,C00872,26.8123,38.5387,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.667,0.300,0.000,0.000,0.000,0.033,0.000,0.000,0.000,0.000,0.000,0.000,Z14,0.667
C00873,C00873,26.3058,38.5477,60,1.000,9.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.133,0.000,0.000,0.000,0.000,0.867,Z12,0.867
C00874,C00874,26.3173,38.5477,60,0.983,9.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.317,0.000,0.000,0.000,0.000,0.683,Z12,0.683
C00875,C00875,26.3288,38.5477,60,1.000,24.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.600,0.000,0.000,0.000,0.000,0.400,Z08,0.600
C00876,C00876,26.3403,38.5477,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.750,0.000,0.000,0.000,0.000,0.250,Z08,0.750
C00877,C00877,26.3518,38.5477,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.033,0.000,0.917,0.000,0.000,0.000,0.000,0.050,Z08,0.917
C00878,C00878,26.3633,38.5477,60,1.000,18.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.083,0.000,0.917,0.000,0.000,0.000,0.000,0.000,Z08,0.917
C00879,C00879,26.3748,38.5477,60,1.000,9.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.417,0.000,0.583,0.000,0.000,0.000,0.000,0.000,Z08,0.583
C00880,C00880,26.5820,38.5477,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C00881,C00881,26.5935,38.5477,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C00882,C00882,26.6051,38.5477,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C00883,C00883,26.6166,38.5477,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C00884,C00884,26.6281,38.5477,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C00885,C00885,26.6396,38.5477,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,0.900,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.900
C00886,C00886,26.6511,38.5477,60,1.000,9.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.667
C00887,C00887,26.6626,38.5477,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.617,0.383,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z15,0.617
C00888,C00888,26.6741,38.5477,60,1.000,24.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.917,0.083,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z15,0.917
C00889,C00889,26.6856,38.5477,60,1.000,27.0,0.000,0.000,0.000,0.000,0.017,0.000,0.000,0.983,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z15,0.983
C00890,C00890,26.6971,38.5477,60,1.000,21.0,0.000,0.000,0.000,0.000,0.317,0.000,0.000,0.683,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z15,0.683
C00891,C00891,26.7087,38.5477,60,1.000,3.0,0.000,0.000,0.000,0.000,0.967,0.000,0.000,0.033,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z13,0.967
C00892,C00892,26.7202,38.5477,60,1.000,3.0,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z13,1.000
C00893,C00893,26.7317,38.5477,60,1.000,6.0,0.000,0.000,0.000,0.000,0.983,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z13,0.983
C00894,C00894,26.7432,38.5477,60,1.000,6.0,0.000,0.000,0.000,0.000,0.783,0.083,0.033,0.017,0.083,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z13,0.783
C00895,C00895,26.7547,38.5477,60,1.000,9.0,0.000,0.000,0.000,0.000,0.567,0.183,0.033,0.000,0.217,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z13,0.567
C00896,C00896,26.7662,38.5477,60,1.000,12.0,0.000,0.000,0.000,0.000,0.217,0.350,0.050,0.017,0.367,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.367
C00897,C00897,26.7777,38.5477,60,1.000,18.0,0.000,0.000,0.000,0.000,0.033,0.550,0.100,0.000,0.317,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z14,0.550
C00898,C00898,26.7892,38.5477,60,1.000,18.0,0.000,0.000,0.000,0.000,0.000,0.783,0.167,0.000,0.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z14,0.783
C00899,C00899,26.8008,38.5477,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.700,0.283,0.000,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z14,0.700
C00900,C00900,26.8123,38.5477,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.583,0.233,0.000,0.000,0.000,0.183,0.000,0.000,0.000,0.000,0.000,0.000,Z14,0.583
C00901,C00901,26.3058,38.5568,60,0.967,9.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.133,0.000,0.000,0.000,0.000,0.867,Z12,0.867
C00902,C00902,26.3173,38.5568,60,0.967,9.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.233,0.000,0.000,0.000,0.000,0.767,Z12,0.767
C00903,C00903,26.3288,38.5568,60,1.000,24.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.567,0.000,0.000,0.000,0.000,0.433,Z08,0.567
C00904,C00904,26.3403,38.5568,60,1.000,24.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.750,0.000,0.000,0.000,0.000,0.250,Z08,0.750
C00905,C00905,26.3518,38.5568,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.900,0.000,0.000,0.000,0.000,0.100,Z08,0.900
C00906,C00906,26.3633,38.5568,60,1.000,19.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.067,0.000,0.933,0.000,0.000,0.000,0.000,0.000,Z08,0.933
C00907,C00907,26.5705,38.5568,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C00908,C00908,26.5820,38.5568,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C00909,C00909,26.5935,38.5568,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C00910,C00910,26.6051,38.5568,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C00911,C00911,26.6166,38.5568,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C00912,C00912,26.6281,38.5568,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.983,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.983
C00913,C00913,26.6396,38.5568,60,1.000,9.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.117,0.883,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.883
C00914,C00914,26.6511,38.5568,60,1.000,9.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.367,0.633,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.633
C00915,C00915,26.6626,38.5568,60,1.000,22.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.533,0.467,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z15,0.533
C00916,C00916,26.6741,38.5568,60,1.000,24.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.883,0.117,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z15,0.883
C00917,C00917,26.6856,38.5568,60,1.000,27.0,0.000,0.000,0.000,0.000,0.033,0.000,0.000,0.950,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z15,0.950
C00918,C00918,26.6971,38.5568,60,1.000,27.0,0.000,0.000,0.000,0.000,0.183,0.000,0.000,0.817,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z15,0.817
C00919,C00919,26.7087,38.5568,60,1.000,6.0,0.000,0.000,0.000,0.000,0.733,0.000,0.000,0.267,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z13,0.733
C00920,C00920,26.7202,38.5568,60,1.000,6.0,0.000,0.000,0.000,0.000,0.933,0.000,0.000,0.067,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z13,0.933
C00921,C00921,26.7317,38.5568,60,1.000,6.0,0.000,0.000,0.000,0.000,0.983,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z13,0.983
C00922,C00922,26.7432,38.5568,60,1.000,9.0,0.000,0.000,0.000,0.000,0.817,0.117,0.000,0.050,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z13,0.817
C00923,C00923,26.7547,38.5568,60,1.000,9.0,0.000,0.000,0.000,0.000,0.733,0.217,0.000,0.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z13,0.733
C00924,C00924,26.7662,38.5568,60,1.000,12.0,0.000,0.000,0.000,0.000,0.450,0.350,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z13,0.450
C00925,C00925,26.7777,38.5568,60,1.000,18.0,0.000,0.000,0.000,0.000,0.100,0.517,0.083,0.000,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z14,0.517
C00926,C00926,26.7892,38.5568,60,1.000,18.0,0.000,0.000,0.000,0.000,0.000,0.733,0.167,0.000,0.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z14,0.733
C00927,C00927,26.8008,38.5568,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.683,0.317,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z14,0.683
C00928,C00928,26.8123,38.5568,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.700,0.267,0.000,0.000,0.000,0.033,0.000,0.000,0.000,0.000,0.000,0.000,Z14,0.700
C00929,C00929,26.8238,38.5568,60,1.000,4.5,0.000,0.000,0.000,0.000,0.000,0.267,0.150,0.000,0.000,0.000,0.583,0.000,0.000,0.000,0.000,0.000,0.000,Z07,0.583
C00930,C00930,26.3058,38.5658,60,0.933,12.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.133,0.000,0.000,0.000,0.000,0.867,Z12,0.867
C00931,C00931,26.3173,38.5658,60,0.983,9.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.150,0.000,0.000,0.000,0.000,0.850,Z12,0.850
C00932,C00932,26.3288,38.5658,60,1.000,24.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.467,0.000,0.000,0.000,0.000,0.533,Z12,0.533
C00933,C00933,26.3403,38.5658,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.700,0.000,0.000,0.000,0.000,0.300,Z08,0.700
C00934,C00934,26.3518,38.5658,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.917,0.000,0.000,0.000,0.000,0.083,Z08,0.917
C00935,C00935,26.3633,38.5658,60,1.000,21.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.050,0.000,0.900,0.000,0.000,0.000,0.000,0.050,Z08,0.900
C00936,C00936,26.5705,38.5658,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C00937,C00937,26.5820,38.5658,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C00938,C00938,26.5935,38.5658,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C00939,C00939,26.6051,38.5658,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C00940,C00940,26.6166,38.5658,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,1.000
C00941,C00941,26.6281,38.5658,60,1.000,9.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.983,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.983
C00942,C00942,26.6396,38.5658,60,1.000,9.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.133,0.867,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.867
C00943,C00943,26.6511,38.5658,60,1.000,12.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.367,0.633,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z06,0.633
C00944,C00944,26.6626,38.5658,60,1.000,22.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.533,0.467,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z15,0.533
C00945,C00945,26.6741,38.5658,60,1.000,27.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.783,0.217,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z15,0.783
C00946,C00946,26.6856,38.5658,60,1.000,27.0,0.000,0.000,0.000,0.000,0.033,0.000,0.000,0.917,0.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z15,0.917
C00947,C00947,26.6971,38.5658,60,1.000,27.0,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.783,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z15,0.783
C00948,C00948,26.7087,38.5658,60,1.000,24.0,0.000,0.000,0.000,0.000,0.433,0.000,0.000,0.567,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z15,0.567
C00949,C00949,26.7202,38.5658,60,1.000,9.0,0.000,0.000,0.000,0.000,0.750,0.000,0.000,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z13,0.750
C00950,C00950,26.7317,38.5658,60,1.000,6.0,0.000,0.000,0.000,0.000,0.850,0.050,0.000,0.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z13,0.850
C00951,C00951,26.7432,38.5658,60,1.000,9.0,0.000,0.000,0.000,0.000,0.800,0.117,0.000,0.083,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z13,0.800
C00952,C00952,26.7547,38.5658,60,1.000,9.0,0.000,0.000,0.000,0.000,0.717,0.133,0.000,0.150,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z13,0.717
